Country,Year,cervical_cancer_number_of_new_female_cases,co2_intensity_of_economic_output_kg_co2_per_2011_ppp_of_gdp,cumulative_co2_emissions_tonnes,liver_cancer_number_of_new_male_cases,flood_affected_annual_number,food_supply_kilocalories_per_person_and_day,literacy_rate_adult_total_percent_of_people_ages_15_and_above,literacy_rate_youth_total_percent_of_people_ages_15_24
Afghanistan,1990,492.0,,59300000.0,103.0,0,2310.0,,
Afghanistan,1991,519.0,,61800000.0,110.0,141000,2040.0,,
Afghanistan,1992,555.0,,63200000.0,120.0,4600,1890.0,,
Afghanistan,1993,599.0,,64500000.0,132.0,0,1910.0,,
Afghanistan,1994,645.0,,65800000.0,144.0,0,1820.0,,
Afghanistan,1995,683.0,,67000000.0,156.0,7530,1840.0,,
Afghanistan,1996,707.0,,68200000.0,161.0,9930,1840.0,,
Afghanistan,1997,725.0,,69300000.0,166.0,20800,1870.0,,
Afghanistan,1998,738.0,,70400000.0,169.0,330,1900.0,,
Afghanistan,1999,754.0,,71200000.0,172.0,500,1850.0,,
Afghanistan,2000,776.0,,72000000.0,178.0,0,1790.0,,
Afghanistan,2001,800.0,,72800000.0,183.0,0,1740.0,,
Afghanistan,2002,820.0,0.0458,73800000.0,190.0,5630,1830.0,,
Afghanistan,2003,842.0,0.0471,75000000.0,199.0,3890,1890.0,,
Afghanistan,2004,867.0,0.0371,76000000.0,207.0,4520,1970.0,,
Afghanistan,2005,889.0,0.0466,77300000.0,216.0,18600,1950.0,,
Afghanistan,2006,907.0,0.0549,79000000.0,225.0,33300,1970.0,,
Afghanistan,2007,919.0,0.0665,81200000.0,233.0,30600,2050.0,,
Afghanistan,2008,933.0,0.119,85400000.0,241.0,1180,2040.0,,
Albania,1990,95.3,0.355,173000000.0,144.0,0,2570.0,,
Albania,1991,95.2,0.392,177000000.0,151.0,0,2570.0,,
Albania,1992,94.5,0.248,179000000.0,156.0,35000,2650.0,,
Albania,1993,93.2,0.21,182000000.0,162.0,0,2800.0,,
Albania,1994,95.5,0.16,184000000.0,167.0,0,2880.0,,
Albania,1995,97.9,0.153,186000000.0,175.0,3500,2720.0,,
Albania,1996,102.0,0.136,188000000.0,179.0,0,2840.0,,
Albania,1997,105.0,0.116,189000000.0,186.0,8000,2730.0,,
Albania,1998,106.0,0.121,191000000.0,193.0,0,2730.0,,
Albania,1999,110.0,0.182,194000000.0,202.0,0,2800.0,,
Albania,2000,112.0,0.173,197000000.0,212.0,0,2730.0,,
Albania,2001,114.0,0.171,200000000.0,209.0,0,2800.0,98.7,99.4
Albania,2002,118.0,0.19,204000000.0,207.0,66900,2860.0,,
Albania,2003,120.0,0.206,208000000.0,205.0,0,2770.0,,
Albania,2004,124.0,0.189,213000000.0,202.0,2500,2790.0,,
Albania,2005,128.0,0.183,217000000.0,199.0,503,2870.0,,
Albania,2006,131.0,0.159,221000000.0,200.0,0,2860.0,,
Albania,2007,131.0,0.151,225000000.0,200.0,0,2860.0,,
Albania,2008,131.0,0.162,229000000.0,201.0,0,2950.0,95.9,98.8
Algeria,1990,728.0,0.29,1230000000.0,194.0,0,2750.0,,
Algeria,1991,749.0,0.302,1310000000.0,185.0,0,2730.0,,
Algeria,1992,748.0,0.3,1390000000.0,176.0,2280,2870.0,,
Algeria,1993,753.0,0.315,1470000000.0,168.0,38,2870.0,,
Algeria,1994,761.0,0.334,1560000000.0,161.0,31200,2760.0,,
Algeria,1995,779.0,0.355,1650000000.0,154.0,0,2790.0,,
Algeria,1996,748.0,0.34700000000000003,1750000000.0,157.0,105,2780.0,,
Algeria,1997,723.0,0.309,1840000000.0,159.0,3000,2730.0,,
Algeria,1998,699.0,0.36,1940000000.0,163.0,0,2790.0,,
Algeria,1999,694.0,0.3,2040000000.0,167.0,714,2840.0,,
Algeria,2000,697.0,0.276,2120000000.0,171.0,249,2810.0,,
Algeria,2001,690.0,0.257,2210000000.0,178.0,46300,2890.0,,
Algeria,2002,689.0,0.26,2300000000.0,186.0,2350,2930.0,69.9,90.1
Algeria,2003,701.0,0.247,2390000000.0,194.0,91,2970.0,,
Algeria,2004,754.0,0.229,2480000000.0,203.0,27600,2990.0,,
Algeria,2005,817.0,0.262,2590000000.0,213.0,1830,2960.0,,
Algeria,2006,871.0,0.242,2690000000.0,224.0,60000,3050.0,72.7,91.8
Algeria,2007,875.0,0.254,2800000000.0,236.0,1390,3040.0,,
Algeria,2008,890.0,0.25,2910000000.0,249.0,59100,3050.0,,
Angola,1990,1610.0,0.122,116000000.0,321.0,0,1640.0,,
Angola,1991,1650.0,0.121,121000000.0,326.0,0,1610.0,,
Angola,1992,1680.0,0.131,126000000.0,334.0,0,1630.0,,
Angola,1993,1750.0,0.191,132000000.0,342.0,0,1560.0,,
Angola,1994,1820.0,0.127,136000000.0,351.0,0,1640.0,,
Angola,1995,1890.0,0.312,147000000.0,360.0,0,1690.0,,
Angola,1996,1960.0,0.262,158000000.0,366.0,0,1730.0,,
Angola,1997,1960.0,0.172,165000000.0,372.0,0,1730.0,,
Angola,1998,1990.0,0.163,172000000.0,378.0,0,1750.0,,
Angola,1999,2020.0,0.2,181000000.0,386.0,0,1810.0,,
Angola,2000,2060.0,0.202,191000000.0,395.0,79100,1790.0,,
Angola,2001,2080.0,0.198,201000000.0,405.0,40000,1830.0,67.4,72.2
Angola,2002,2100.0,0.226,213000000.0,417.0,8,1920.0,,
Angola,2003,2140.0,0.155,222000000.0,431.0,840,1980.0,,
Angola,2004,2180.0,0.29100000000000004,241000000.0,445.0,334000,2030.0,,
Angola,2005,2210.0,0.246,260000000.0,461.0,10000,2080.0,,
Angola,2006,2230.0,0.24,283000000.0,480.0,225,2120.0,,
Angola,2007,2250.0,0.22,308000000.0,500.0,46100,2170.0,,
Angola,2008,2270.0,0.198,333000000.0,522.0,81400,2250.0,,
Argentina,1990,4950.0,0.317,3670000000.0,815.0,2020,2910.0,,
Argentina,1991,5050.0,0.294,3790000000.0,830.0,0,3010.0,96.1,98.3
Argentina,1992,5140.0,0.272,3910000000.0,847.0,88100,3080.0,,
Argentina,1993,5200.0,0.249,4030000000.0,865.0,0,3120.0,,
Argentina,1994,5260.0,0.245,4150000000.0,885.0,0,3160.0,,
Argentina,1995,5340.0,0.263,4280000000.0,906.0,2500,3160.0,,
Argentina,1996,5490.0,0.263,4420000000.0,914.0,0,3160.0,,
Argentina,1997,5650.0,0.249,4550000000.0,924.0,12500,3130.0,,
Argentina,1998,5730.0,0.243,4690000000.0,936.0,360000,3160.0,,
Argentina,1999,5800.0,0.264,4840000000.0,948.0,0,3270.0,,
Argentina,2000,5820.0,0.257,4980000000.0,962.0,37900,3260.0,,
Argentina,2001,5870.0,0.253,5120000000.0,963.0,251000,3210.0,97.2,98.9
Argentina,2002,5920.0,0.265,5240000000.0,965.0,12000,2980.0,,
Argentina,2003,5950.0,0.264,5380000000.0,968.0,163000,3010.0,,
Argentina,2004,5990.0,0.282,5530000000.0,972.0,6310,3030.0,,
Argentina,2005,6020.0,0.267,5700000000.0,978.0,0,3110.0,,
Argentina,2006,6160.0,0.267,5870000000.0,989.0,4500,3110.0,,
Argentina,2007,6300.0,0.245,6050000000.0,1000.0,135000,3150.0,,
Argentina,2008,6400.0,0.254,6240000000.0,1020.0,85000,3160.0,,
Armenia,1990,341.0,,190000000.0,132.0,0,,,
Armenia,1991,342.0,,197000000.0,134.0,0,,,
Armenia,1992,356.0,0.856,203000000.0,135.0,0,2180.0,,
Armenia,1993,351.0,0.412,205000000.0,135.0,0,2100.0,,
Armenia,1994,329.0,0.414,208000000.0,136.0,0,2180.0,,
Armenia,1995,338.0,0.488,211000000.0,138.0,0,2270.0,,
Armenia,1996,356.0,0.34600000000000003,214000000.0,138.0,0,2320.0,,
Armenia,1997,356.0,0.423,217000000.0,140.0,7000,2330.0,,
Armenia,1998,363.0,0.41,220000000.0,142.0,144,2320.0,,
Armenia,1999,350.0,0.35600000000000004,223000000.0,144.0,0,2290.0,,
Armenia,2000,334.0,0.386,227000000.0,146.0,0,2240.0,,
Armenia,2001,342.0,0.36,230000000.0,150.0,0,2240.0,99.4,99.8
Armenia,2002,334.0,0.273,234000000.0,155.0,0,2260.0,,
Armenia,2003,344.0,0.27,237000000.0,161.0,0,2430.0,,
Armenia,2004,346.0,0.26,241000000.0,166.0,1,2550.0,,
Armenia,2005,358.0,0.273,245000000.0,172.0,0,2670.0,,
Armenia,2006,366.0,0.242,249000000.0,176.0,0,2760.0,,
Armenia,2007,357.0,0.246,254000000.0,180.0,0,2760.0,,
Armenia,2008,367.0,0.253,260000000.0,185.0,0,2870.0,,
Azerbaijan,1990,344.0,,1840000000.0,197.0,0,,,
Azerbaijan,1991,352.0,,1900000000.0,201.0,0,,,
Azerbaijan,1992,374.0,1.2,1960000000.0,205.0,0,2320.0,,
Azerbaijan,1993,388.0,1.35,2000000000.0,210.0,0,2240.0,,
Azerbaijan,1994,408.0,1.45,2050000000.0,216.0,0,2160.0,,
Azerbaijan,1995,407.0,1.31,2080000000.0,222.0,1660000,2130.0,,
Azerbaijan,1996,408.0,1.21,2110000000.0,226.0,0,2220.0,,
Azerbaijan,1997,419.0,1.09,2140000000.0,231.0,75000,2020.0,,
Azerbaijan,1998,433.0,1.05,2170000000.0,235.0,0,2120.0,,
Azerbaijan,1999,446.0,0.885,2200000000.0,240.0,0,2190.0,98.8,99.9
Azerbaijan,2000,468.0,0.8220000000000001,2230000000.0,246.0,0,2280.0,,
Azerbaijan,2001,490.0,0.7290000000000001,2260000000.0,252.0,0,2370.0,,
Azerbaijan,2002,515.0,0.679,2290000000.0,258.0,0,2460.0,,
Azerbaijan,2003,552.0,0.631,2320000000.0,266.0,31500,2550.0,,
Azerbaijan,2004,572.0,0.6,2350000000.0,273.0,0,2640.0,,
Azerbaijan,2005,598.0,0.508,2390000000.0,279.0,0,2840.0,,
Azerbaijan,2006,616.0,0.431,2420000000.0,287.0,0,3010.0,,
Azerbaijan,2007,631.0,0.268,2460000000.0,294.0,0,3020.0,99.6,100.0
Azerbaijan,2008,637.0,0.282,2490000000.0,302.0,0,3030.0,,
Bangladesh,1990,8210.0,0.114,212000000.0,828.0,2010000,2110.0,,
Bangladesh,1991,7820.0,0.113,228000000.0,858.0,2990000,2120.0,35.3,44.7
Bangladesh,1992,7820.0,0.119,246000000.0,889.0,75200,2110.0,,
Bangladesh,1993,7630.0,0.111,263000000.0,924.0,15800000,2010.0,,
Bangladesh,1994,7460.0,0.117,282000000.0,961.0,395000,2000.0,,
Bangladesh,1995,7410.0,0.134,305000000.0,1000.0,14700000,2040.0,,
Bangladesh,1996,7060.0,0.135,329000000.0,1050.0,5830000,2050.0,,
Bangladesh,1997,6820.0,0.134,354000000.0,1110.0,900000,2100.0,,
Bangladesh,1998,6540.0,0.123,378000000.0,1170.0,15000000,2160.0,,
Bangladesh,1999,6260.0,0.123,403000000.0,1240.0,496000,2270.0,,
Bangladesh,2000,6210.0,0.129,431000000.0,1310.0,2680000,2260.0,,
Bangladesh,2001,6070.0,0.14300000000000002,464000000.0,1370.0,700000,2330.0,47.5,63.6
Bangladesh,2002,6020.0,0.14300000000000002,497000000.0,1430.0,1500000,2310.0,,
Bangladesh,2003,5940.0,0.14400000000000002,533000000.0,1490.0,550000,2350.0,,
Bangladesh,2004,5880.0,0.145,571000000.0,1560.0,36900000,2380.0,,
Bangladesh,2005,5910.0,0.14300000000000002,610000000.0,1630.0,1150000,2370.0,,
Bangladesh,2006,5860.0,0.147,654000000.0,1680.0,212000,2370.0,,
Bangladesh,2007,5860.0,0.14,698000000.0,1730.0,13900000,2420.0,,
Bangladesh,2008,5910.0,0.14800000000000002,748000000.0,1780.0,618000,2390.0,,
Belarus,1990,1050.0,,2860000000.0,214.0,0,,,
Belarus,1991,1080.0,,2950000000.0,217.0,0,,,
Belarus,1992,1120.0,1.15,3040000000.0,220.0,0,3100.0,,
Belarus,1993,1170.0,1.09,3120000000.0,223.0,40000,3190.0,,
Belarus,1994,1190.0,1.05,3180000000.0,225.0,0,3130.0,,
Belarus,1995,1230.0,1.09,3240000000.0,226.0,0,3200.0,,
Belarus,1996,1210.0,1.05,3300000000.0,226.0,0,3280.0,,
Belarus,1997,1210.0,0.936,3360000000.0,226.0,0,3280.0,,
Belarus,1998,1180.0,0.8420000000000001,3420000000.0,226.0,0,3220.0,,
Belarus,1999,1190.0,0.787,3480000000.0,225.0,2000,3120.0,99.6,99.8
Belarus,2000,1160.0,0.713,3530000000.0,224.0,0,2990.0,,
Belarus,2001,1170.0,0.6679999999999999,3580000000.0,224.0,0,3050.0,,
Belarus,2002,1220.0,0.631,3640000000.0,224.0,0,2980.0,,
Belarus,2003,1210.0,0.602,3690000000.0,223.0,0,2820.0,,
Belarus,2004,1220.0,0.5870000000000001,3750000000.0,223.0,0,2900.0,,
Belarus,2005,1230.0,0.546,3810000000.0,223.0,0,2990.0,,
Belarus,2006,1210.0,0.521,3870000000.0,226.0,0,3080.0,,
Belarus,2007,1190.0,0.468,3930000000.0,230.0,0,3190.0,,
Belarus,2008,1180.0,0.442,3990000000.0,234.0,0,3200.0,,
Belize,1990,14.9,0.322,5190000.0,5.06,0,2480.0,,
Belize,1991,15.1,0.336,5550000.0,5.32,0,2520.0,70.3,76.4
Belize,1992,15.2,0.297,5910000.0,5.58,0,2710.0,,
Belize,1993,14.1,0.29600000000000004,6290000.0,5.85,0,2690.0,,
Belize,1994,16.9,0.293,6660000.0,6.14,0,2650.0,,
Belize,1995,18.0,0.294,7040000.0,6.49,2600,2690.0,,
Belize,1996,21.6,0.236,7350000.0,6.58,0,2650.0,,
Belize,1997,27.8,0.28800000000000003,7730000.0,6.71,0,2660.0,,
Belize,1998,32.4,0.265,8100000.0,6.83,0,2650.0,,
Belize,1999,34.7,0.229,8450000.0,6.95,0,2640.0,,
Belize,2000,34.5,0.23,8850000.0,7.07,0,2690.0,,
Belize,2001,37.2,0.247,9300000.0,6.94,0,2760.0,,
Belize,2002,36.2,0.228,9730000.0,6.81,0,2780.0,,
Belize,2003,37.7,0.208,10200000.0,6.71,0,2810.0,,
Belize,2004,38.7,0.18,10600000.0,6.61,0,2780.0,,
Belize,2005,38.3,0.189,11000000.0,6.51,0,2820.0,,
Belize,2006,38.9,0.19,11400000.0,6.79,0,2800.0,,
Belize,2007,41.3,0.202,11900000.0,7.07,0,2790.0,,
Belize,2008,43.2,0.179,12300000.0,7.42,38000,2720.0,,
Benin,1990,403.0,0.0972,11400000.0,270.0,0,2130.0,,
Benin,1991,409.0,0.108,12200000.0,282.0,3,2200.0,,
Benin,1992,419.0,0.115,13100000.0,297.0,0,2140.0,27.3,39.9
Benin,1993,427.0,0.13699999999999998,14300000.0,314.0,0,2160.0,,
Benin,1994,444.0,0.15,15500000.0,331.0,34000,2180.0,,
Benin,1995,465.0,0.14800000000000002,16900000.0,350.0,123000,2200.0,,
Benin,1996,483.0,0.136,18100000.0,356.0,149000,2250.0,,
Benin,1997,492.0,0.123,19300000.0,362.0,51000,2240.0,,
Benin,1998,506.0,0.118,20600000.0,368.0,420000,2240.0,,
Benin,1999,522.0,0.145,22100000.0,375.0,57500,2230.0,,
Benin,2000,542.0,0.14,23700000.0,384.0,0,2250.0,,
Benin,2001,559.0,0.151,25500000.0,387.0,0,2320.0,,
Benin,2002,575.0,0.165,27600000.0,391.0,0,2400.0,34.7,45.3
Benin,2003,592.0,0.18,30000000.0,397.0,0,2360.0,,
Benin,2004,614.0,0.184,32500000.0,403.0,0,2460.0,,
Benin,2005,633.0,0.173,34900000.0,410.0,0,2440.0,,
Benin,2006,653.0,0.269,38700000.0,420.0,0,2450.0,28.7,42.4
Benin,2007,673.0,0.294,43200000.0,430.0,10900,2560.0,,
Benin,2008,697.0,0.275,47700000.0,442.0,158000,2520.0,,
Bolivia,1990,1170.0,0.227,114000000.0,93.1,0,1940.0,,
Bolivia,1991,1180.0,0.224,120000000.0,95.4,0,2020.0,,
Bolivia,1992,1190.0,0.245,126000000.0,98.0,40100,2020.0,80.0,93.9
Bolivia,1993,1200.0,0.276,134000000.0,101.0,0,2010.0,,
Bolivia,1994,1200.0,0.29100000000000004,143000000.0,104.0,0,1960.0,,
Bolivia,1995,1190.0,0.317,153000000.0,107.0,0,2110.0,,
Bolivia,1996,1170.0,0.303,162000000.0,110.0,0,2050.0,,
Bolivia,1997,1160.0,0.322,173000000.0,113.0,190000,2060.0,,
Bolivia,1998,1130.0,0.307,184000000.0,117.0,0,1950.0,,
Bolivia,1999,1110.0,0.29100000000000004,195000000.0,121.0,1600,2040.0,,
Bolivia,2000,1090.0,0.301,206000000.0,125.0,7040,2080.0,,
Bolivia,2001,1080.0,0.23,214000000.0,129.0,357000,2080.0,86.7,97.3
Bolivia,2002,1080.0,0.271,225000000.0,133.0,5220,2100.0,,
Bolivia,2003,1080.0,0.282,236000000.0,138.0,57600,2120.0,,
Bolivia,2004,1090.0,0.271,247000000.0,143.0,0,2050.0,,
Bolivia,2005,1110.0,0.284,259000000.0,148.0,0,2110.0,,
Bolivia,2006,1120.0,0.335,274000000.0,153.0,127000,2160.0,,
Bolivia,2007,1150.0,0.263,287000000.0,158.0,825000,2170.0,90.7,99.4
Bolivia,2008,1170.0,0.266,300000000.0,164.0,0,2150.0,90.7,99.1
Bosnia and Herzegovina,1990,312.0,,,167.0,0,,,
Bosnia and Herzegovina,1991,307.0,,,170.0,0,,,
Bosnia and Herzegovina,1992,305.0,,15100000.0,170.0,0,2350.0,,
Bosnia and Herzegovina,1993,300.0,,27700000.0,169.0,0,2450.0,,
Bosnia and Herzegovina,1994,294.0,0.556,30900000.0,169.0,0,2640.0,,
Bosnia and Herzegovina,1995,291.0,0.488,34300000.0,170.0,0,2640.0,,
Bosnia and Herzegovina,1996,281.0,0.321,38600000.0,172.0,0,2880.0,,
Bosnia and Herzegovina,1997,275.0,0.471,47000000.0,177.0,0,3090.0,,
Bosnia and Herzegovina,1998,271.0,0.514,57600000.0,183.0,0,3020.0,,
Bosnia and Herzegovina,1999,267.0,0.46,67900000.0,189.0,0,2940.0,,
Bosnia and Herzegovina,2000,270.0,0.579,81700000.0,196.0,0,2800.0,96.7,99.8
Bosnia and Herzegovina,2001,274.0,0.537,95100000.0,200.0,9000,2900.0,,
Bosnia and Herzegovina,2002,282.0,0.546,109000000.0,204.0,0,2900.0,,
Bosnia and Herzegovina,2003,292.0,0.532,124000000.0,210.0,0,2830.0,,
Bosnia and Herzegovina,2004,299.0,0.54,139000000.0,216.0,278000,3090.0,,
Bosnia and Herzegovina,2005,305.0,0.516,156000000.0,221.0,3100,3040.0,,
Bosnia and Herzegovina,2006,310.0,0.53,173000000.0,227.0,0,3020.0,,
Bosnia and Herzegovina,2007,312.0,0.504,191000000.0,231.0,0,3060.0,,
Bosnia and Herzegovina,2008,312.0,0.545,211000000.0,236.0,0,3110.0,,
Botswana,1990,162.0,0.242,17600000.0,24.1,0,2220.0,,
Botswana,1991,166.0,0.22,20200000.0,25.1,0,2220.0,68.6,89.3
Botswana,1992,171.0,0.225,23000000.0,26.2,0,2200.0,,
Botswana,1993,177.0,0.254,26200000.0,27.4,0,2070.0,,
Botswana,1994,185.0,0.232,29200000.0,28.6,0,2190.0,,
Botswana,1995,198.0,0.218,32300000.0,30.0,5520,2190.0,,
Botswana,1996,210.0,0.187,35000000.0,30.8,0,2210.0,,
Botswana,1997,226.0,0.175,37800000.0,31.7,0,2170.0,,
Botswana,1998,246.0,0.208,41200000.0,32.7,0,2080.0,,
Botswana,1999,266.0,0.179,44300000.0,33.6,0,2120.0,,
Botswana,2000,288.0,0.21,48100000.0,34.5,139000,2080.0,,
Botswana,2001,302.0,0.213,52000000.0,35.4,0,2150.0,,
Botswana,2002,314.0,0.208,55900000.0,36.2,0,2110.0,,
Botswana,2003,319.0,0.191,59800000.0,37.0,0,2110.0,81.2,94.0
Botswana,2004,314.0,0.19,63700000.0,37.9,4960,2190.0,,
Botswana,2005,300.0,0.191,67800000.0,38.9,0,2200.0,,
Botswana,2006,293.0,0.17800000000000002,71900000.0,40.2,0,2150.0,,
Botswana,2007,289.0,0.168,76100000.0,41.6,0,2170.0,,
Botswana,2008,286.0,0.168,80600000.0,43.1,0,2180.0,,
Brazil,1990,13000.0,0.135,4660000000.0,2200.0,2820,2720.0,,
Brazil,1991,13200.0,0.14,4880000000.0,2250.0,17000,2780.0,,
Brazil,1992,13600.0,0.141,5100000000.0,2310.0,148000,2770.0,,
Brazil,1993,13900.0,0.141,5330000000.0,2370.0,0,2770.0,,
Brazil,1994,14200.0,0.141,5570000000.0,2430.0,0,2820.0,,
Brazil,1995,14600.0,0.14400000000000002,5830000000.0,2500.0,33900,2810.0,,
Brazil,1996,14900.0,0.155,6120000000.0,2610.0,7020,2840.0,,
Brazil,1997,15300.0,0.158,6420000000.0,2720.0,62300,2850.0,,
Brazil,1998,15700.0,0.16399999999999998,6730000000.0,2840.0,47500,2850.0,,
Brazil,1999,16100.0,0.16699999999999998,7050000000.0,2960.0,7,2870.0,,
Brazil,2000,16300.0,0.165,7380000000.0,3100.0,87100,2880.0,86.4,94.2
Brazil,2001,16400.0,0.16699999999999998,7710000000.0,3230.0,11100,2890.0,,
Brazil,2002,16500.0,0.16,8050000000.0,3360.0,3520,2930.0,,
Brazil,2003,16700.0,0.153,8370000000.0,3520.0,206000,3070.0,,
Brazil,2004,16900.0,0.152,8710000000.0,3670.0,5290,3080.0,88.6,96.8
Brazil,2005,17100.0,0.151,9050000000.0,3840.0,41100,3080.0,,
Brazil,2006,17200.0,0.145,9400000000.0,3990.0,116000,3100.0,89.6,97.6
Brazil,2007,17500.0,0.14300000000000002,9760000000.0,4150.0,206000,3110.0,90.0,97.8
Brazil,2008,17700.0,0.146,10200000000.0,4320.0,1790000,3180.0,90.0,97.8
Bulgaria,1990,966.0,0.919,2330000000.0,521.0,0,3130.0,,
Bulgaria,1991,980.0,0.7759999999999999,2390000000.0,511.0,0,3040.0,,
Bulgaria,1992,1000.0,0.7879999999999999,2440000000.0,500.0,0,3020.0,,
Bulgaria,1993,1020.0,1.0,2510000000.0,492.0,0,2960.0,,
Bulgaria,1994,1060.0,0.785,2560000000.0,484.0,0,2870.0,,
Bulgaria,1995,1090.0,0.8170000000000001,2620000000.0,476.0,0,2900.0,,
Bulgaria,1996,1110.0,0.7909999999999999,2680000000.0,472.0,0,2740.0,,
Bulgaria,1997,1150.0,0.73,2730000000.0,466.0,200,2680.0,,
Bulgaria,1998,1150.0,0.67,2780000000.0,461.0,0,2820.0,,
Bulgaria,1999,1180.0,0.64,2820000000.0,456.0,0,2880.0,,
Bulgaria,2000,1160.0,0.603,2860000000.0,451.0,0,2810.0,,
Bulgaria,2001,1160.0,0.62,2910000000.0,457.0,0,2820.0,98.2,98.2
Bulgaria,2002,1140.0,0.563,2960000000.0,464.0,1,2780.0,,
Bulgaria,2003,1130.0,0.5670000000000001,3000000000.0,471.0,0,2760.0,,
Bulgaria,2004,1140.0,0.527,3050000000.0,479.0,0,2760.0,,
Bulgaria,2005,1120.0,0.504,3100000000.0,486.0,12200,2720.0,,
Bulgaria,2006,1130.0,0.482,3150000000.0,486.0,0,2760.0,,
Bulgaria,2007,1110.0,0.479,3200000000.0,485.0,1080,2730.0,,
Bulgaria,2008,1090.0,0.439,3250000000.0,485.0,0,2780.0,,
Burkina Faso,1990,819.0,0.0784,9280000.0,532.0,0,2200.0,,
Burkina Faso,1991,826.0,0.0773,9910000.0,548.0,0,2230.0,13.6,20.2
Burkina Faso,1992,847.0,0.0775,10500000.0,565.0,0,2290.0,,
Burkina Faso,1993,861.0,0.0745,11200000.0,584.0,0,2310.0,,
Burkina Faso,1994,877.0,0.0757,11800000.0,604.0,66500,2340.0,,
Burkina Faso,1995,899.0,0.0696,12400000.0,627.0,0,2340.0,,
Burkina Faso,1996,910.0,0.0707,13100000.0,631.0,0,2340.0,12.8,19.4
Burkina Faso,1997,935.0,0.0758,14000000.0,637.0,0,2310.0,,
Burkina Faso,1998,960.0,0.0755,14800000.0,644.0,0,2290.0,,
Burkina Faso,1999,986.0,0.076,15700000.0,652.0,1570,2340.0,,
Burkina Faso,2000,1010.0,0.0834,16800000.0,662.0,0,2320.0,,
Burkina Faso,2001,1030.0,0.075,17800000.0,657.0,0,2330.0,,
Burkina Faso,2002,1060.0,0.0723,18800000.0,655.0,0,2410.0,,
Burkina Faso,2003,1080.0,0.07200000000000001,19900000.0,653.0,12100,2490.0,21.8,31.2
Burkina Faso,2004,1120.0,0.0706,21000000.0,653.0,0,2510.0,,
Burkina Faso,2005,1150.0,0.0662,22100000.0,655.0,0,2460.0,23.6,33.0
Burkina Faso,2006,1180.0,0.0753,23500000.0,662.0,25600,2560.0,,
Burkina Faso,2007,1210.0,0.0863,25100000.0,670.0,121000,2550.0,28.7,39.3
Burkina Faso,2008,1240.0,0.0937,27000000.0,680.0,4880,2590.0,,
Cambodia,1990,827.0,,12700000.0,114.0,0,1940.0,,
Cambodia,1991,852.0,,14000000.0,122.0,900000,2010.0,,
Cambodia,1992,880.0,,15300000.0,130.0,0,2040.0,,
Cambodia,1993,919.0,0.0849,16700000.0,138.0,0,2030.0,,
Cambodia,1994,961.0,0.139,18200000.0,147.0,29500,2040.0,,
Cambodia,1995,1000.0,0.133,19800000.0,157.0,0,2040.0,,
Cambodia,1996,1030.0,0.131,21400000.0,164.0,1300000,1900.0,,
Cambodia,1997,1070.0,0.12,22900000.0,171.0,0,1900.0,,
Cambodia,1998,1100.0,0.145,24900000.0,179.0,0,1980.0,67.3,76.3
Cambodia,1999,1140.0,0.125,26800000.0,187.0,660000,2050.0,,
Cambodia,2000,1180.0,0.117,28700000.0,196.0,3450000,2120.0,,
Cambodia,2001,1200.0,0.125,31000000.0,203.0,1670000,2170.0,,
Cambodia,2002,1220.0,0.115,33200000.0,211.0,1470000,2260.0,,
Cambodia,2003,1240.0,0.114,35600000.0,218.0,0,2260.0,,
Cambodia,2004,1250.0,0.106,38000000.0,226.0,0,2280.0,73.6,83.4
Cambodia,2005,1260.0,0.106,40800000.0,234.0,16,2330.0,,
Cambodia,2006,1260.0,0.104,43800000.0,242.0,38000,2380.0,,
Cambodia,2007,1270.0,0.109,47300000.0,250.0,19000,2390.0,,
Cambodia,2008,1270.0,0.115,51200000.0,259.0,0,2400.0,77.6,87.5
Cameroon,1990,993.0,0.049,68000000.0,977.0,0,2030.0,,
Cameroon,1991,1010.0,0.0324,69100000.0,1000.0,202,2020.0,,
Cameroon,1992,1030.0,0.115,72900000.0,1030.0,0,2110.0,,
Cameroon,1993,1060.0,0.128,76800000.0,1060.0,0,2020.0,,
Cameroon,1994,1100.0,0.123,80600000.0,1100.0,6,2030.0,,
Cameroon,1995,1140.0,0.132,84800000.0,1130.0,0,2050.0,,
Cameroon,1996,1160.0,0.133,89300000.0,1150.0,0,2030.0,,
Cameroon,1997,1220.0,0.0913,92500000.0,1160.0,0,2100.0,,
Cameroon,1998,1280.0,0.0871,95700000.0,1180.0,0,2100.0,,
Cameroon,1999,1330.0,0.0802,98800000.0,1200.0,1020,2120.0,,
Cameroon,2000,1390.0,0.0863,102000000.0,1220.0,503,2120.0,68.4,83.1
Cameroon,2001,1420.0,0.0824,106000000.0,1220.0,1530,2160.0,,
Cameroon,2002,1450.0,0.079,109000000.0,1220.0,0,2200.0,,
Cameroon,2003,1480.0,0.0839,113000000.0,1230.0,0,2230.0,,
Cameroon,2004,1520.0,0.0819,117000000.0,1230.0,0,2250.0,,
Cameroon,2005,1560.0,0.075,120000000.0,1240.0,2,2310.0,,
Cameroon,2006,1570.0,0.0757,124000000.0,1260.0,0,2350.0,,
Cameroon,2007,1600.0,0.109,130000000.0,1270.0,10300,2380.0,70.7,83.1
Cameroon,2008,1620.0,0.1,136000000.0,1290.0,25000,2450.0,,
