Country,Year,cervical_cancer_number_of_new_female_cases,co2_intensity_of_economic_output_kg_co2_per_2011_ppp_of_gdp,cumulative_co2_emissions_tonnes,liver_cancer_number_of_new_male_cases,flood_affected_annual_number,food_supply_kilocalories_per_person_and_day,literacy_rate_adult_total_percent_of_people_ages_15_and_above,literacy_rate_youth_total_percent_of_people_ages_15_24
Guinea,1991,1030.0,0.117,27600000.0,617.0,0,2420.0,,
Guinea,1992,1070.0,0.117,28600000.0,655.0,0,2450.0,,
Guinea,1993,1120.0,0.115,29700000.0,697.0,6070,2430.0,,
Guinea,1994,1180.0,0.127,31000000.0,737.0,0,2410.0,,
Guinea,1995,1220.0,0.125,32300000.0,775.0,0,2380.0,,
Guinea,1996,1230.0,0.126,33600000.0,796.0,0,2350.0,20.6,27.7
Guinea,1997,1250.0,0.125,35000000.0,813.0,0,2290.0,,
Guinea,1998,1280.0,0.128,36500000.0,827.0,0,2260.0,,
Guinea,1999,1290.0,0.129,38100000.0,840.0,0,2320.0,,
Guinea,2000,1300.0,0.131,39800000.0,855.0,0,2360.0,,
Guinea,2001,1310.0,0.133,41500000.0,864.0,220000,2330.0,,
Guinea,2002,1320.0,0.132,43300000.0,874.0,0,2360.0,,
Guinea,2003,1310.0,0.136,45200000.0,885.0,0,2400.0,29.7,47.1
Guinea,2004,1320.0,0.138,47100000.0,898.0,0,2430.0,,
Guinea,2005,1320.0,0.125,48900000.0,914.0,0,2440.0,,
Guinea,2006,1340.0,0.128,50800000.0,933.0,1200,2500.0,,
Guinea,2007,1370.0,0.125,52800000.0,954.0,20700,2510.0,,
Guinea,2008,1390.0,0.134,55000000.0,979.0,4200,2530.0,,
Guinea-Bissau,1990,120.0,0.108,3440000.0,74.5,0,2250.0,,
Guinea-Bissau,1991,121.0,0.105,3620000.0,76.5,0,2320.0,,
Guinea-Bissau,1992,123.0,0.106,3800000.0,78.7,0,2370.0,,
Guinea-Bissau,1993,126.0,0.106,3980000.0,81.0,0,2310.0,,
Guinea-Bissau,1994,128.0,0.103,4170000.0,83.5,0,2340.0,,
Guinea-Bissau,1995,130.0,0.0985,4350000.0,86.3,0,2340.0,,
Guinea-Bissau,1996,133.0,0.0882,4530000.0,86.3,0,2250.0,,
Guinea-Bissau,1997,135.0,0.0911,4730000.0,86.6,0,2190.0,,
Guinea-Bissau,1998,139.0,0.108,4910000.0,87.0,0,2150.0,,
Guinea-Bissau,1999,144.0,0.121,5100000.0,87.5,0,2160.0,,
Guinea-Bissau,2000,148.0,0.0865,5250000.0,88.2,0,2250.0,41.4,59.5
Guinea-Bissau,2001,149.0,0.0868,5400000.0,87.2,0,2280.0,,
Guinea-Bissau,2002,153.0,0.0898,5550000.0,86.5,0,2270.0,,
Guinea-Bissau,2003,156.0,0.113,5750000.0,85.8,0,2230.0,,
Guinea-Bissau,2004,162.0,0.114,5950000.0,85.4,1000,2260.0,,
Guinea-Bissau,2005,162.0,0.115,6160000.0,85.1,0,2270.0,,
Guinea-Bissau,2006,167.0,0.114,6380000.0,85.6,0,2250.0,,
Guinea-Bissau,2007,171.0,0.118,6610000.0,86.1,0,2290.0,,
Guinea-Bissau,2008,175.0,0.113,6840000.0,86.9,750,2300.0,,
Guyana,1990,109.0,0.536,46200000.0,15.1,0,2360.0,,
Guyana,1991,108.0,0.498,47400000.0,15.2,0,2370.0,,
Guyana,1992,109.0,0.433,48400000.0,15.6,0,2410.0,,
Guyana,1993,109.0,0.4,49400000.0,16.1,0,2460.0,,
Guyana,1994,105.0,0.489,50800000.0,16.5,0,2530.0,,
Guyana,1995,103.0,0.491,52300000.0,16.9,0,2580.0,,
Guyana,1996,105.0,0.473,53800000.0,16.4,38000,2590.0,,
Guyana,1997,111.0,0.466,55400000.0,15.9,0,2680.0,,
Guyana,1998,116.0,0.494,57100000.0,15.5,0,2680.0,,
Guyana,1999,114.0,0.486,58700000.0,15.0,0,2680.0,,
Guyana,2000,119.0,0.473,60400000.0,14.5,0,2730.0,,
Guyana,2001,104.0,0.458,62000000.0,14.3,0,2760.0,,
Guyana,2002,104.0,0.449,63500000.0,14.2,0,2730.0,,
Guyana,2003,109.0,0.449,65100000.0,14.1,0,2710.0,,
Guyana,2004,120.0,0.452,66700000.0,14.0,0,2690.0,,
Guyana,2005,120.0,0.407,68200000.0,13.9,275000,2690.0,,
Guyana,2006,121.0,0.348,69500000.0,13.9,35000,2660.0,,
Guyana,2007,124.0,0.393,71000000.0,13.9,0,2660.0,,
Guyana,2008,129.0,0.385,72600000.0,13.9,100000,2600.0,,
Haiti,1990,1530.0,,20300000.0,107.0,0,1750.0,,
Haiti,1991,1520.0,,21300000.0,107.0,0,1750.0,,
Haiti,1992,1510.0,,22200000.0,108.0,0,1720.0,,
Haiti,1993,1520.0,,22900000.0,109.0,5010,1720.0,,
Haiti,1994,1540.0,,23200000.0,109.0,0,1700.0,,
Haiti,1995,1520.0,,24100000.0,110.0,0,1760.0,,
Haiti,1996,1500.0,0.0756,25100000.0,111.0,58,1810.0,,
Haiti,1997,1480.0,0.0974,26500000.0,111.0,0,1840.0,,
Haiti,1998,1470.0,0.0858,27700000.0,112.0,0,1920.0,,
Haiti,1999,1480.0,0.0903,29100000.0,113.0,63,1960.0,,
Haiti,2000,1480.0,0.092,30400000.0,114.0,1220,1960.0,,
Haiti,2001,1490.0,0.107,32000000.0,115.0,5110,1900.0,,
Haiti,2002,1480.0,0.124,33800000.0,117.0,38400,1900.0,,
Haiti,2003,1490.0,0.118,35600000.0,118.0,163000,1870.0,58.7,81.6
Haiti,2004,1500.0,0.14,37500000.0,120.0,34000,1890.0,,
Haiti,2005,1520.0,0.14300000000000002,39600000.0,123.0,14100,1880.0,,
Haiti,2006,1540.0,0.14300000000000002,41700000.0,126.0,24700,1940.0,48.7,72.3
Haiti,2007,1550.0,0.156,44100000.0,129.0,105000,1970.0,,
Haiti,2008,1560.0,0.156,46500000.0,132.0,0,2010.0,,
Honduras,1990,266.0,0.165,52800000.0,52.2,48000,2310.0,,
Honduras,1991,262.0,0.166,55500000.0,54.3,0,2280.0,,
Honduras,1992,266.0,0.179,58600000.0,56.5,0,2320.0,,
Honduras,1993,269.0,0.156,61500000.0,58.8,82900,2330.0,,
Honduras,1994,273.0,0.18600000000000005,64800000.0,61.3,15700,2360.0,,
Honduras,1995,285.0,0.207,68700000.0,64.1,25000,2390.0,,
Honduras,1996,295.0,0.204,72600000.0,66.6,75000,2410.0,,
Honduras,1997,306.0,0.204,76800000.0,69.4,0,2400.0,,
Honduras,1998,320.0,0.222,81400000.0,72.4,0,2410.0,,
Honduras,1999,325.0,0.231,86200000.0,75.6,503000,2400.0,,
Honduras,2000,330.0,0.232,91200000.0,78.8,0,2370.0,,
Honduras,2001,335.0,0.256,96900000.0,81.5,0,2450.0,80.0,88.9
Honduras,2002,340.0,0.263,103000000.0,84.4,980,2470.0,,
Honduras,2003,347.0,0.28,110000000.0,87.8,3120,2480.0,,
Honduras,2004,355.0,0.287,117000000.0,91.3,0,2480.0,,
Honduras,2005,363.0,0.277,125000000.0,95.1,808,2490.0,,
Honduras,2006,370.0,0.241,132000000.0,98.3,1500,2530.0,,
Honduras,2007,377.0,0.285,140000000.0,102.0,15500,2570.0,83.6,93.9
Honduras,2008,385.0,0.27,149000000.0,105.0,313000,2600.0,,
Hungary,1990,1490.0,,3330000000.0,570.0,0,3380.0,,
Hungary,1991,1490.0,0.424,3400000000.0,568.0,0,3210.0,,
Hungary,1992,1490.0,0.396,3460000000.0,565.0,0,3280.0,,
Hungary,1993,1470.0,0.409,3520000000.0,562.0,0,3110.0,,
Hungary,1994,1450.0,0.378,3580000000.0,560.0,0,3030.0,99.0,99.2
Hungary,1995,1420.0,0.382,3640000000.0,561.0,0,2950.0,,
Hungary,1996,1420.0,0.392,3700000000.0,558.0,200,2930.0,,
Hungary,1997,1370.0,0.3720000000000001,3770000000.0,556.0,0,3010.0,,
Hungary,1998,1320.0,0.34700000000000003,3820000000.0,555.0,0,3010.0,,
Hungary,1999,1290.0,0.334,3880000000.0,554.0,134000,3000.0,,
Hungary,2000,1270.0,0.305,3940000000.0,553.0,2000,3170.0,,
Hungary,2001,1260.0,0.299,4000000000.0,555.0,10000,3090.0,,
Hungary,2002,1240.0,0.282,4050000000.0,557.0,1430,3080.0,,
Hungary,2003,1200.0,0.28600000000000003,4110000000.0,559.0,0,3060.0,,
Hungary,2004,1190.0,0.265,4170000000.0,562.0,393,3190.0,99.0,99.0
Hungary,2005,1190.0,0.256,4230000000.0,566.0,0,3270.0,,
Hungary,2006,1170.0,0.244,4280000000.0,563.0,32000,3280.0,,
Hungary,2007,1160.0,0.237,4340000000.0,559.0,0,3160.0,,
Hungary,2008,1130.0,0.23,4400000000.0,556.0,0,3150.0,,
India,1990,64600.0,0.405,11900000000.0,7280.0,2220,2210.0,,
India,1991,65100.0,0.4270000000000001,12500000000.0,7540.0,8700000,2300.0,48.2,61.9
India,1992,66000.0,0.429,13200000000.0,7820.0,3070000,2330.0,,
India,1993,66500.0,0.424,14000000000.0,8120.0,128000000,2270.0,,
India,1994,67300.0,0.421,14700000000.0,8440.0,12100000,2290.0,,
India,1995,68300.0,0.415,15500000000.0,8780.0,32700000,2320.0,,
India,1996,69300.0,0.419,16400000000.0,9190.0,7270000,2340.0,,
India,1997,70300.0,0.419,17300000000.0,9630.0,30300000,2370.0,,
India,1998,70800.0,0.403,18300000000.0,10100.0,29700000,2360.0,,
India,1999,70800.0,0.394,19300000000.0,10600.0,27600000,2400.0,,
India,2000,71000.0,0.393,20300000000.0,11100.0,50400000,2380.0,,
India,2001,70600.0,0.378,21300000000.0,11600.0,20600000,2330.0,61.0,76.4
India,2002,70600.0,0.369,22400000000.0,12100.0,42000000,2290.0,,
India,2003,70500.0,0.35700000000000004,23500000000.0,12600.0,7570000,2280.0,,
India,2004,70600.0,0.34700000000000003,24700000000.0,13100.0,33200000,2260.0,,
India,2005,71500.0,0.336,25900000000.0,13700.0,28300000,2270.0,,
India,2006,70900.0,0.328,27200000000.0,14300.0,7240000,2330.0,62.8,81.1
India,2007,70600.0,0.32299999999999995,28600000000.0,14800.0,38200000,2400.0,,
India,2008,70700.0,0.34600000000000003,30200000000.0,15400.0,12400000,2430.0,,
Indonesia,1990,14300.0,0.17800000000000002,2900000000.0,2680.0,21200,2340.0,81.5,96.2
Indonesia,1991,14500.0,0.2,3080000000.0,2800.0,240000,2360.0,,
Indonesia,1992,14800.0,0.212,3280000000.0,2920.0,266000,2420.0,,
Indonesia,1993,15300.0,0.215,3500000000.0,3050.0,268000,2430.0,,
Indonesia,1994,15700.0,0.202,3720000000.0,3180.0,329000,2470.0,,
Indonesia,1995,16300.0,0.19,3940000000.0,3330.0,260000,2550.0,,
Indonesia,1996,16900.0,0.198,4200000000.0,3450.0,825000,2550.0,,
Indonesia,1997,17500.0,0.208,4480000000.0,3590.0,0,2500.0,,
Indonesia,1998,18200.0,0.184,4690000000.0,3730.0,100000,2490.0,,
Indonesia,1999,18900.0,0.207,4930000000.0,3890.0,16000,2470.0,,
Indonesia,2000,19600.0,0.214,5190000000.0,4050.0,489000,2440.0,,
Indonesia,2001,20000.0,0.232,5490000000.0,4150.0,86100,2420.0,,
Indonesia,2002,20400.0,0.231,5800000000.0,4250.0,592000,2450.0,,
Indonesia,2003,20800.0,0.227,6110000000.0,4360.0,439000,2470.0,,
Indonesia,2004,21200.0,0.231,6450000000.0,4470.0,13000,2470.0,90.4,98.7
Indonesia,2005,21500.0,0.221,6790000000.0,4590.0,20900,2470.0,,
Indonesia,2006,21900.0,0.211,7140000000.0,4720.0,700000,2480.0,92.0,96.7
Indonesia,2007,22200.0,0.21600000000000005,7510000000.0,4860.0,571000,2520.0,,
Indonesia,2008,22600.0,0.226,7930000000.0,5000.0,461000,2540.0,92.2,99.5
Iran,1990,701.0,0.329,4630000000.0,929.0,0,2880.0,,
Iran,1991,724.0,0.316,4860000000.0,950.0,215000,2940.0,65.5,87.0
Iran,1992,733.0,0.309,5090000000.0,970.0,35100,3030.0,,
Iran,1993,748.0,0.317,5330000000.0,988.0,500000,3110.0,,
Iran,1994,762.0,0.36,5590000000.0,1010.0,95000,3070.0,,
Iran,1995,782.0,0.362,5870000000.0,1030.0,6290,3050.0,,
Iran,1996,802.0,0.348,6140000000.0,1050.0,4050,3050.0,73.1,93.0
Iran,1997,825.0,0.338,6410000000.0,1070.0,1410,3090.0,,
Iran,1998,848.0,0.379,6720000000.0,1090.0,56800,3100.0,,
Iran,1999,879.0,0.466,7100000000.0,1120.0,25500,3090.0,,
Iran,2000,912.0,0.429,7470000000.0,1150.0,410,3050.0,,
Iran,2001,938.0,0.455,7870000000.0,1180.0,1210000,3040.0,,
Iran,2002,962.0,0.428,8270000000.0,1210.0,205000,3030.0,77.0,
Iran,2003,997.0,0.41,8690000000.0,1250.0,1370,3040.0,,
Iran,2004,1060.0,0.419,9140000000.0,1290.0,4090,3090.0,,
Iran,2005,1110.0,0.426,9610000000.0,1330.0,4860,3070.0,82.4,97.4
Iran,2006,1140.0,0.441,10100000000.0,1400.0,2810,3000.0,82.3,96.6
Iran,2007,1160.0,0.416,10600000000.0,1470.0,12,3030.0,,
Iran,2008,1180.0,0.433,11200000000.0,1550.0,1500,3010.0,85.0,98.7
Iraq,1990,167.0,0.237,1210000000.0,182.0,0,3250.0,,
Iraq,1991,173.0,0.631,1260000000.0,184.0,0,2360.0,,
Iraq,1992,179.0,0.616,1310000000.0,186.0,0,2250.0,,
Iraq,1993,186.0,0.507,1380000000.0,189.0,0,2260.0,,
Iraq,1994,191.0,0.5489999999999999,1450000000.0,192.0,0,2230.0,,
Iraq,1995,198.0,0.561,1520000000.0,196.0,0,2200.0,,
Iraq,1996,209.0,0.472,1590000000.0,199.0,0,2180.0,,
Iraq,1997,217.0,0.383,1660000000.0,203.0,0,2100.0,,
Iraq,1998,220.0,0.301,1730000000.0,206.0,0,2120.0,,
Iraq,1999,224.0,0.255,1810000000.0,210.0,0,2150.0,,
Iraq,2000,231.0,0.252,1880000000.0,215.0,0,2180.0,74.0,84.8
Iraq,2001,231.0,0.29100000000000004,1960000000.0,219.0,0,2250.0,,
Iraq,2002,239.0,0.319,2050000000.0,224.0,0,2270.0,,
Iraq,2003,246.0,0.498,2140000000.0,229.0,0,2250.0,,
Iraq,2004,250.0,0.405,2260000000.0,234.0,8000,2370.0,,
Iraq,2005,256.0,0.386,2370000000.0,240.0,0,2350.0,,
Iraq,2006,261.0,0.305,2470000000.0,243.0,59900,2370.0,,
Iraq,2007,264.0,0.189,2530000000.0,246.0,0,2380.0,,
Iraq,2008,281.0,0.262,2620000000.0,250.0,604,2360.0,,
Israel,1990,184.0,0.38,633000000.0,71.5,0,3400.0,,
Israel,1991,194.0,0.35700000000000004,669000000.0,73.7,0,3420.0,,
Israel,1992,205.0,0.385,712000000.0,76.5,0,3450.0,,
Israel,1993,218.0,0.39,757000000.0,79.7,0,3400.0,,
Israel,1994,229.0,0.39,806000000.0,83.2,0,3350.0,,
Israel,1995,228.0,0.386,857000000.0,87.0,0,3470.0,,
Israel,1996,239.0,0.381,910000000.0,93.5,0,3500.0,,
Israel,1997,240.0,0.387,966000000.0,101.0,15,3510.0,,
Israel,1998,245.0,0.379,1020000000.0,108.0,1000,3500.0,,
Israel,1999,245.0,0.35700000000000004,1080000000.0,116.0,0,3480.0,,
Israel,2000,251.0,0.35700000000000004,1140000000.0,125.0,0,3550.0,,
Israel,2001,258.0,0.377,1200000000.0,128.0,0,3600.0,,
Israel,2002,263.0,0.354,1260000000.0,131.0,0,3700.0,,
Israel,2003,265.0,0.369,1330000000.0,134.0,0,3580.0,,
Israel,2004,263.0,0.331,1380000000.0,138.0,0,3620.0,,
Israel,2005,263.0,0.307,1440000000.0,143.0,0,3630.0,,
Israel,2006,271.0,0.32,1500000000.0,148.0,0,3620.0,,
Israel,2007,277.0,0.306,1570000000.0,153.0,0,3530.0,,
Israel,2008,284.0,0.321,1630000000.0,158.0,0,3520.0,,
Italy,1990,3420.0,0.236,11900000000.0,5130.0,0,3590.0,,
Italy,1991,3380.0,0.236,12300000000.0,5370.0,0,3650.0,,
Italy,1992,3390.0,0.233,12700000000.0,5600.0,1000,3540.0,,
Italy,1993,3390.0,0.23,13200000000.0,5830.0,0,3470.0,,
Italy,1994,3340.0,0.222,13600000000.0,6070.0,17400,3490.0,,
Italy,1995,3340.0,0.228,14000000000.0,6340.0,0,3510.0,,
Italy,1996,3350.0,0.223,14400000000.0,6490.0,517,3570.0,,
Italy,1997,3350.0,0.221,14900000000.0,6660.0,0,3580.0,,
Italy,1998,3350.0,0.223,15300000000.0,6830.0,0,3670.0,,
Italy,1999,3250.0,0.22,15700000000.0,7000.0,0,3700.0,,
Italy,2000,3190.0,0.217,16200000000.0,7180.0,46100,3670.0,,
Italy,2001,3100.0,0.213,16600000000.0,7270.0,2,3670.0,98.4,99.8
Italy,2002,3040.0,0.213,17100000000.0,7380.0,10000,3660.0,,
Italy,2003,3010.0,0.22,17600000000.0,7490.0,1350,3620.0,,
Italy,2004,2920.0,0.219,18000000000.0,7620.0,202,3630.0,,
Italy,2005,2880.0,0.217,18500000000.0,7770.0,0,3570.0,,
Italy,2006,2850.0,0.211,19000000000.0,7880.0,0,3630.0,,
Italy,2007,2840.0,0.205,19400000000.0,7990.0,0,3620.0,,
Italy,2008,2810.0,0.2,19900000000.0,8110.0,309,3600.0,,
Jamaica,1990,356.0,0.426,182000000.0,57.2,0,2640.0,,
Jamaica,1991,360.0,0.419,189000000.0,57.0,551000,2580.0,,
Jamaica,1992,365.0,0.409,197000000.0,56.9,0,2630.0,,
Jamaica,1993,369.0,0.388,205000000.0,56.8,4380,2710.0,,
Jamaica,1994,374.0,0.391,213000000.0,56.9,0,2720.0,,
Jamaica,1995,378.0,0.428,222000000.0,57.1,0,2680.0,,
Jamaica,1996,382.0,0.453,232000000.0,57.0,0,2720.0,,
Jamaica,1997,386.0,0.479,242000000.0,56.9,0,2700.0,,
Jamaica,1998,391.0,0.47,252000000.0,56.9,0,2710.0,,
Jamaica,1999,397.0,0.478,262000000.0,56.9,0,2730.0,79.9,91.6
Jamaica,2000,401.0,0.489,272000000.0,56.9,0,2730.0,,
Jamaica,2001,407.0,0.4970000000000001,283000000.0,56.3,0,2800.0,,
Jamaica,2002,404.0,0.47,293000000.0,55.9,25000,2800.0,,
Jamaica,2003,408.0,0.472,304000000.0,55.5,0,2810.0,,
Jamaica,2004,405.0,0.466,314000000.0,55.1,0,2790.0,,
Jamaica,2005,405.0,0.455,325000000.0,54.8,0,2800.0,,
Jamaica,2006,407.0,0.484,336000000.0,54.5,5000,2790.0,,
Jamaica,2007,410.0,0.401,346000000.0,54.2,0,2790.0,,
Jamaica,2008,415.0,0.4270000000000001,356000000.0,53.9,0,2750.0,,
Jordan,1990,41.3,0.465,131000000.0,20.9,0,2770.0,,
Jordan,1991,42.7,0.43,141000000.0,21.8,18000,2820.0,,
Jordan,1992,43.4,0.454,153000000.0,22.9,0,2740.0,,
Jordan,1993,46.4,0.428,165000000.0,24.1,0,2730.0,,
Jordan,1994,48.3,0.459,179000000.0,25.4,0,2630.0,,
Jordan,1995,51.0,0.43,192000000.0,26.8,0,2690.0,,
Jordan,1996,53.0,0.441,207000000.0,27.7,0,2660.0,,
Jordan,1997,53.7,0.434,221000000.0,28.5,2,2750.0,,
Jordan,1998,54.4,0.425,236000000.0,29.2,0,2730.0,,
Jordan,1999,55.6,0.411,250000000.0,29.9,0,2660.0,,
Jordan,2000,56.9,0.42,266000000.0,30.7,0,2730.0,,
Jordan,2001,58.3,0.412,282000000.0,32.1,0,2840.0,,
Jordan,2002,59.9,0.411,299000000.0,33.7,0,2940.0,,
Jordan,2003,62.1,0.408,316000000.0,35.6,0,3080.0,89.9,99.1
Jordan,2004,65.5,0.414,335000000.0,37.9,0,3120.0,,
Jordan,2005,69.0,0.419,356000000.0,40.5,0,3120.0,91.1,99.0
Jordan,2006,71.4,0.389,377000000.0,42.5,0,3150.0,,
Jordan,2007,72.5,0.375,399000000.0,44.7,0,3120.0,92.2,99.0
Jordan,2008,74.2,0.339,421000000.0,47.4,0,3070.0,,
Kazakhstan,1990,1440.0,,8560000000.0,1010.0,0,,,
Kazakhstan,1991,1200.0,,8850000000.0,1020.0,0,,,
Kazakhstan,1992,1420.0,1.46,9110000000.0,1030.0,0,2950.0,,
Kazakhstan,1993,1530.0,1.33,9330000000.0,1040.0,30000,2950.0,,
Kazakhstan,1994,1650.0,1.4,9530000000.0,1050.0,0,2950.0,,
Kazakhstan,1995,1730.0,1.29,9700000000.0,1050.0,0,2870.0,,
Kazakhstan,1996,1780.0,1.08,9840000000.0,1020.0,0,2860.0,,
Kazakhstan,1997,1780.0,0.967,9970000000.0,995.0,0,2860.0,,
Kazakhstan,1998,1790.0,0.969,10100000000.0,964.0,0,2730.0,,
Kazakhstan,1999,1790.0,0.8640000000000001,10200000000.0,935.0,0,2740.0,99.5,99.8
Kazakhstan,2000,1800.0,0.797,10300000000.0,909.0,2500,2810.0,,
Kazakhstan,2001,1820.0,0.784,10500000000.0,860.0,3670,2890.0,,
Kazakhstan,2002,1840.0,0.725,10600000000.0,817.0,0,2940.0,,
Kazakhstan,2003,1930.0,0.705,10700000000.0,780.0,0,2970.0,,
Kazakhstan,2004,2070.0,0.7829999999999999,10900000000.0,745.0,0,2980.0,,
Kazakhstan,2005,2180.0,0.731,11100000000.0,711.0,25000,3030.0,,
Kazakhstan,2006,2240.0,0.7170000000000001,11300000000.0,692.0,0,3070.0,,
Kazakhstan,2007,2250.0,0.76,11500000000.0,673.0,0,3160.0,,
Kazakhstan,2008,2210.0,0.7709999999999999,11700000000.0,654.0,13000,3190.0,,
Kenya,1990,1820.0,0.105,145000000.0,239.0,44,2040.0,,
Kenya,1991,1880.0,0.0857,150000000.0,246.0,0,2030.0,,
Kenya,1992,1950.0,0.0988,155000000.0,254.0,0,1930.0,,
Kenya,1993,2030.0,0.113,161000000.0,262.0,0,1890.0,,
Kenya,1994,2120.0,0.114,168000000.0,271.0,0,2060.0,,
Kenya,1995,2190.0,0.125,176000000.0,280.0,0,2060.0,,
Kenya,1996,2230.0,0.149,185000000.0,288.0,1000,2050.0,,
Kenya,1997,2310.0,0.131,193000000.0,295.0,900000,2020.0,,
Kenya,1998,2360.0,0.154,203000000.0,302.0,240,2050.0,,
Kenya,1999,2390.0,0.153,213000000.0,309.0,0,2080.0,,
Kenya,2000,2440.0,0.155,224000000.0,318.0,0,2050.0,82.2,92.5
Kenya,2001,2430.0,0.135,233000000.0,326.0,4,2070.0,,
Kenya,2002,2660.0,0.114,241000000.0,335.0,175000,2020.0,,
Kenya,2003,2680.0,0.0938,248000000.0,345.0,60300,2000.0,,
Kenya,2004,2700.0,0.101,255000000.0,356.0,12100,2020.0,,
Kenya,2005,2700.0,0.107,264000000.0,369.0,36200,2160.0,,
Kenya,2006,2690.0,0.112,274000000.0,382.0,784000,2160.0,,
Kenya,2007,2710.0,0.108,283000000.0,396.0,42700,2110.0,72.2,82.4
Kenya,2008,2760.0,0.112,294000000.0,411.0,62500,2110.0,,
Kuwait,1990,25.8,,796000000.0,20.9,0,2310.0,,
Kuwait,1991,22.8,,806000000.0,21.9,0,1900.0,,
Kuwait,1992,20.7,0.246,827000000.0,22.4,0,2220.0,,
Kuwait,1993,20.6,0.29,861000000.0,22.5,0,2490.0,,
Kuwait,1994,19.6,0.313,900000000.0,22.4,0,2930.0,,
Kuwait,1995,18.6,0.42,954000000.0,22.1,0,3210.0,78.4,92.0
Kuwait,1996,18.8,0.382,1000000000.0,22.4,0,3270.0,,
Kuwait,1997,19.9,0.408,1060000000.0,23.0,202,3340.0,,
Kuwait,1998,20.2,0.371,1110000000.0,24.1,0,3360.0,,
Kuwait,1999,21.3,0.394,1170000000.0,25.2,0,3400.0,,
Kuwait,2000,22.4,0.374,1220000000.0,26.4,0,3440.0,,
Kuwait,2001,23.0,0.399,1280000000.0,27.6,0,3480.0,,
Kuwait,2002,23.8,0.391,1330000000.0,28.8,0,3450.0,,
Kuwait,2003,25.1,0.343,1390000000.0,30.1,0,3500.0,,
Kuwait,2004,26.6,0.329,1460000000.0,31.4,0,3510.0,,
Kuwait,2005,28.5,0.336,1530000000.0,32.8,0,3580.0,93.3,99.7
Kuwait,2006,30.1,0.322,1600000000.0,33.3,0,3590.0,93.3,98.5
Kuwait,2007,32.2,0.31,1680000000.0,33.9,0,3570.0,93.7,98.5
Kuwait,2008,34.6,0.333,1760000000.0,34.8,0,3510.0,93.9,98.6
Kyrgyz Republic,1990,351.0,,367000000.0,126.0,0,,,
Kyrgyz Republic,1991,363.0,,379000000.0,127.0,0,,,
Kyrgyz Republic,1992,365.0,0.926,390000000.0,127.0,0,2670.0,,
Kyrgyz Republic,1993,372.0,0.8420000000000001,399000000.0,127.0,0,2410.0,,
Kyrgyz Republic,1994,391.0,0.7609999999999999,405000000.0,127.0,0,2420.0,,
Kyrgyz Republic,1995,400.0,0.585,409000000.0,127.0,0,2380.0,,
Kyrgyz Republic,1996,410.0,0.687,415000000.0,127.0,0,2480.0,,
Kyrgyz Republic,1997,398.0,0.616,421000000.0,128.0,0,2640.0,,
Kyrgyz Republic,1998,389.0,0.64,427000000.0,129.0,7730,2500.0,,
Kyrgyz Republic,1999,387.0,0.485,431000000.0,129.0,0,2520.0,98.7,99.7
Kyrgyz Republic,2000,374.0,0.456,436000000.0,129.0,0,2400.0,,
Kyrgyz Republic,2001,371.0,0.364,440000000.0,133.0,0,2460.0,,
Kyrgyz Republic,2002,392.0,0.463,445000000.0,136.0,0,2490.0,,
Kyrgyz Republic,2003,405.0,0.475,450000000.0,140.0,0,2620.0,,
Kyrgyz Republic,2004,428.0,0.479,456000000.0,143.0,0,2740.0,,
Kyrgyz Republic,2005,438.0,0.457,462000000.0,146.0,2050,2750.0,,
Kyrgyz Republic,2006,457.0,0.4370000000000001,467000000.0,147.0,0,2660.0,,
Kyrgyz Republic,2007,471.0,0.484,474000000.0,148.0,845,2680.0,,
Kyrgyz Republic,2008,472.0,0.516,482000000.0,149.0,0,2680.0,,
Lao,1990,426.0,0.0292,7750000.0,102.0,0,2020.0,,
Lao,1991,430.0,0.0309,7980000.0,106.0,332000,1990.0,,
Lao,1992,436.0,0.0321,8240000.0,110.0,160,1960.0,,
Lao,1993,442.0,0.0303,8500000.0,114.0,0,1960.0,,
Lao,1994,450.0,0.03,8770000.0,118.0,190000,1980.0,,
Lao,1995,459.0,0.0355,9120000.0,123.0,591000,1980.0,60.3,71.1
Lao,1996,468.0,0.0454,9600000.0,127.0,420000,2030.0,,
Lao,1997,476.0,0.0542,10200000.0,131.0,0,2040.0,,
Lao,1998,484.0,0.0588,10900000.0,135.0,0,2050.0,,
Lao,1999,498.0,0.0741,11800000.0,139.0,0,2040.0,,
Lao,2000,508.0,0.0709,12800000.0,144.0,450000,2120.0,69.6,80.6
Lao,2001,521.0,0.0623,13600000.0,146.0,453000,2090.0,68.7,78.5
Lao,2002,522.0,0.0776,14800000.0,149.0,150000,2140.0,,
Lao,2003,523.0,0.0699,15900000.0,151.0,0,2180.0,,
Lao,2004,526.0,0.0833,17300000.0,154.0,0,2210.0,,
Lao,2005,531.0,0.0784,18700000.0,158.0,0,2270.0,72.7,83.9
Lao,2006,532.0,0.0797,20200000.0,161.0,0,2240.0,,
Lao,2007,531.0,0.0434,21100000.0,165.0,0,2280.0,,
Lao,2008,537.0,0.0419,22100000.0,169.0,204000,2250.0,,
Lebanon,1990,84.8,0.387,191000000.0,41.9,0,3230.0,,
Lebanon,1991,84.4,0.289,200000000.0,42.3,0,3280.0,,
Lebanon,1992,85.9,0.338,210000000.0,43.1,0,3250.0,,
